fact_id,tool_id,tool_name,vendor,field,value,status,quote,source_url,archive_url,fetched_at,page_dated,pages_checked,note
alexi.pricing.minimum_term,alexi,Alexi,Alexi Technologies Inc.,pricing.minimum_term,,not-found,,https://www.alexi.com/faqs,http://web.archive.org/web/20260418134220/https://www.alexi.com/faqs,2026-09-06,,"[""https://www.alexi.com/"", ""https://www.alexi.com/security"", ""https://www.alexi.com/faqs"", ""https://www.alexi.com/platform-faq"", ""https://www.alexi.com/terms-of-service"", ""https://www.alexi.com/privacy-policy"", ""https://www.alexi.com/data-processing-addendum"", ""https://www.alexi.com/ai-engine/private-environment"", ""https://www.alexi.com/ai-engine/deployment-options"", ""https://www.alexi.com/ai-engine/extensive-integrations""]",
alexi.pricing.model,alexi,Alexi,Alexi Technologies Inc.,pricing.model,enterprise,stated,"""Pricing is based on firm size and deployment mode.""",https://www.alexi.com/faqs,http://web.archive.org/web/20260418134220/https://www.alexi.com/faqs,2026-09-06,,,
alexi.pricing.published,alexi,Alexi,Alexi Technologies Inc.,pricing.published,no,not-found,,https://www.alexi.com/faqs,http://web.archive.org/web/20260418134220/https://www.alexi.com/faqs,2026-09-06,,"[""https://www.alexi.com/"", ""https://www.alexi.com/security"", ""https://www.alexi.com/faqs"", ""https://www.alexi.com/platform-faq"", ""https://www.alexi.com/terms-of-service"", ""https://www.alexi.com/privacy-policy"", ""https://www.alexi.com/data-processing-addendum"", ""https://www.alexi.com/ai-engine/private-environment"", ""https://www.alexi.com/ai-engine/deployment-options"", ""https://www.alexi.com/ai-engine/extensive-integrations""]",FAQ describes pricing basis but publishes no concrete amount.
alexi.pricing.seat_minimum,alexi,Alexi,Alexi Technologies Inc.,pricing.seat_minimum,,not-found,,https://www.alexi.com/faqs,http://web.archive.org/web/20260418134220/https://www.alexi.com/faqs,2026-09-06,,"[""https://www.alexi.com/"", ""https://www.alexi.com/security"", ""https://www.alexi.com/faqs"", ""https://www.alexi.com/platform-faq"", ""https://www.alexi.com/terms-of-service"", ""https://www.alexi.com/privacy-policy"", ""https://www.alexi.com/data-processing-addendum"", ""https://www.alexi.com/ai-engine/private-environment"", ""https://www.alexi.com/ai-engine/deployment-options"", ""https://www.alexi.com/ai-engine/extensive-integrations""]",
alexi.product.integration_word,alexi,Alexi,Alexi Technologies Inc.,product.integration_word,yes,stated,"""Alexi embeds intelligence into Word and Excel""",https://www.alexi.com/ai-engine/extensive-integrations,https://web.archive.org/web/20260906070236/https://www.alexi.com/ai-engine/active-learning,2026-09-06,,,
alexi.security.audit_logs,alexi,Alexi,Alexi Technologies Inc.,security.audit_logs,yes,stated,"""SSO, RBAC, audit logs, retention rules, ethical walling, and content restrictions are configurable to firm policy.""",https://www.alexi.com/faqs,http://web.archive.org/web/20260418134220/https://www.alexi.com/faqs,2026-09-06,,,
alexi.security.data_residency,alexi,Alexi,Alexi Technologies Inc.,security.data_residency,regional requirements supported,stated,"""Our infrastructure supports regional data residency requirements for global firms.""",https://www.alexi.com/faqs,http://web.archive.org/web/20260418134220/https://www.alexi.com/faqs,2026-09-06,,,
alexi.security.encryption_at_rest,alexi,Alexi,Alexi Technologies Inc.,security.encryption_at_rest,yes,stated,"""All data encrypted in transit (TLS 1.2+ / 1.3) and at rest via AES-256.""",https://www.alexi.com/security,https://web.archive.org/web/20260906070323/https://www.alexi.com/security,2026-09-06,,,
alexi.security.iso27001,alexi,Alexi,Alexi Technologies Inc.,security.iso27001,,not-found,,https://www.alexi.com/security,https://web.archive.org/web/20260906070323/https://www.alexi.com/security,2026-09-06,,"[""https://www.alexi.com/"", ""https://www.alexi.com/security"", ""https://www.alexi.com/faqs"", ""https://www.alexi.com/platform-faq"", ""https://www.alexi.com/terms-of-service"", ""https://www.alexi.com/privacy-policy"", ""https://www.alexi.com/data-processing-addendum"", ""https://www.alexi.com/ai-engine/private-environment"", ""https://www.alexi.com/ai-engine/deployment-options"", ""https://www.alexi.com/ai-engine/extensive-integrations""]",
alexi.security.iso42001,alexi,Alexi,Alexi Technologies Inc.,security.iso42001,,not-found,,https://www.alexi.com/security,https://web.archive.org/web/20260906070323/https://www.alexi.com/security,2026-09-06,,"[""https://www.alexi.com/"", ""https://www.alexi.com/security"", ""https://www.alexi.com/faqs"", ""https://www.alexi.com/platform-faq"", ""https://www.alexi.com/terms-of-service"", ""https://www.alexi.com/privacy-policy"", ""https://www.alexi.com/data-processing-addendum"", ""https://www.alexi.com/ai-engine/private-environment"", ""https://www.alexi.com/ai-engine/deployment-options"", ""https://www.alexi.com/ai-engine/extensive-integrations""]",
alexi.security.no_training_on_customer_data,alexi,Alexi,Alexi Technologies Inc.,security.no_training_on_customer_data,yes,stated,"""Nothing is shared, pooled, or used to train global systems.""",https://www.alexi.com/faqs,http://web.archive.org/web/20260418134220/https://www.alexi.com/faqs,2026-09-06,,,
alexi.security.private_deployment,alexi,Alexi,Alexi Technologies Inc.,security.private_deployment,yes,stated,"""Alexi Advanced is deployed in a fully isolated private environment""",https://www.alexi.com/ai-engine/deployment-options,https://web.archive.org/web/20260906070208/https://www.alexi.com/ai-engine/deployment-options,2026-09-06,,,
alexi.security.retention_period,alexi,Alexi,Alexi Technologies Inc.,security.retention_period,configurable retention rules,stated,"""SSO, RBAC, audit logs, retention rules, ethical walling, and content restrictions are configurable to firm policy.""",https://www.alexi.com/faqs,http://web.archive.org/web/20260418134220/https://www.alexi.com/faqs,2026-09-06,,,
alexi.security.soc2,alexi,Alexi,Alexi Technologies Inc.,security.soc2,yes,stated,"""Every environment is fully SOC 2 certified, AES-256 encrypted, and continuously monitored""",https://www.alexi.com/ai-engine/private-environment,http://web.archive.org/web/20260607233619/https://www.alexi.com/ai-engine/private-environment,2026-09-06,,,
alexi.security.soc2_type,alexi,Alexi,Alexi Technologies Inc.,security.soc2_type,SOC 2,stated,"""Every environment is fully SOC 2 certified, AES-256 encrypted, and continuously monitored""",https://www.alexi.com/ai-engine/private-environment,http://web.archive.org/web/20260607233619/https://www.alexi.com/ai-engine/private-environment,2026-09-06,,,
alexi.security.sso_saml,alexi,Alexi,Alexi Technologies Inc.,security.sso_saml,yes,stated,"""Single Sign-On (SAML / OIDC), Multi-Factor Authentication, role-based access controls.""",https://www.alexi.com/security,https://web.archive.org/web/20260906070323/https://www.alexi.com/security,2026-09-06,,,
alexi.security.zero_retention,alexi,Alexi,Alexi Technologies Inc.,security.zero_retention,yes,stated,"""zero-data-retention models""",https://www.alexi.com/faqs,http://web.archive.org/web/20260418134220/https://www.alexi.com/faqs,2026-09-06,,,
amazon-q-business.accuracy.claim,amazon-q-business,Amazon Q Business,Amazon Web Services,accuracy.claim,Avoid incorrect statements; citations; hallucination mitigation,stated,"""It can avoid incorrect statements by confining its generated responses to existing enterprise data""",https://docs.aws.amazon.com/amazonq/latest/qbusiness-ug/what-is.html,https://web.archive.org/web/20260906070010/https://docs.aws.amazon.com/amazonq/latest/qbusiness-ug/what-is.html,2026-09-06,,,
amazon-q-business.accuracy.method_published,amazon-q-business,Amazon Q Business,Amazon Web Services,accuracy.method_published,yes,stated,"""provides citations to the sources that it used to generate its response""",https://docs.aws.amazon.com/amazonq/latest/qbusiness-ug/what-is.html,https://web.archive.org/web/20260906070010/https://docs.aws.amazon.com/amazonq/latest/qbusiness-ug/what-is.html,2026-09-06,,,
amazon-q-business.contract.dpa_available,amazon-q-business,Amazon Q Business,Amazon Web Services,contract.dpa_available,yes,stated,"""AWS Data Processing Addendum""",https://aws.amazon.com/service-terms/,http://web.archive.org/web/20260830104530/https://aws.amazon.com/service-terms/,2026-09-06,2026-09-01,,
amazon-q-business.contract.model_providers,amazon-q-business,Amazon Q Business,Amazon Web Services,contract.model_providers,,not-found,,https://docs.aws.amazon.com/amazonq/latest/qbusiness-ug/what-is.html,https://web.archive.org/web/20260906070010/https://docs.aws.amazon.com/amazonq/latest/qbusiness-ug/what-is.html,2026-09-06,,"[""https://aws.amazon.com/q/business/"", ""https://aws.amazon.com/q/business/pricing/"", ""https://aws.amazon.com/q/business/faqs/"", ""https://aws.amazon.com/service-terms/"", ""https://aws.amazon.com/legal/aws-dpa/"", ""https://aws.amazon.com/compliance/sub-processors/"", ""https://aws.amazon.com/compliance/services-in-scope/"", ""https://aws.amazon.com/compliance/soc-faqs/"", ""https://aws.amazon.com/compliance/iso-27001-faqs/"", ""https://aws.amazon.com/security/"", ""https://docs.aws.amazon.com/amazonq/latest/qbusiness-ug/data-protection.html"", ""https://docs.aws.amazon.com/amazonq/latest/qbusiness-ug/what-is.html"", ""https://docs.aws.amazon.com/amazonq/latest/qbusiness-ug/iam-identity-center.html"", ""https://docs.aws.amazon.com/amazonq/latest/qbusiness-ug/quotas.html""]",Amazon Q Business documentation described managed models but did not name the underlying model providers.
amazon-q-business.contract.privacy_last_updated,amazon-q-business,Amazon Q Business,Amazon Web Services,contract.privacy_last_updated,,not-found,,https://aws.amazon.com/privacy/,http://web.archive.org/web/20260903135707/https://aws.amazon.com/privacy/,2026-09-06,,"[""https://aws.amazon.com/q/business/"", ""https://aws.amazon.com/q/business/pricing/"", ""https://aws.amazon.com/q/business/faqs/"", ""https://aws.amazon.com/service-terms/"", ""https://aws.amazon.com/legal/aws-dpa/"", ""https://aws.amazon.com/compliance/sub-processors/"", ""https://aws.amazon.com/compliance/services-in-scope/"", ""https://aws.amazon.com/compliance/soc-faqs/"", ""https://aws.amazon.com/compliance/iso-27001-faqs/"", ""https://aws.amazon.com/security/"", ""https://docs.aws.amazon.com/amazonq/latest/qbusiness-ug/data-protection.html"", ""https://docs.aws.amazon.com/amazonq/latest/qbusiness-ug/what-is.html"", ""https://docs.aws.amazon.com/amazonq/latest/qbusiness-ug/iam-identity-center.html"", ""https://docs.aws.amazon.com/amazonq/latest/qbusiness-ug/quotas.html""]",
amazon-q-business.contract.subprocessors_published,amazon-q-business,Amazon Q Business,Amazon Web Services,contract.subprocessors_published,yes,stated,"""This page provides information about the sub-processors that AWS has engaged""",https://aws.amazon.com/compliance/sub-processors/,http://web.archive.org/web/20260815183154/https://aws.amazon.com/compliance/sub-processors/,2026-09-06,2026-07-28,,
amazon-q-business.contract.terms_last_updated,amazon-q-business,Amazon Q Business,Amazon Web Services,contract.terms_last_updated,2026-09-01,stated,"""Last Updated: September 1, 2026""",https://aws.amazon.com/service-terms/,http://web.archive.org/web/20260830104530/https://aws.amazon.com/service-terms/,2026-09-06,2026-09-01,,
amazon-q-business.pricing.free_trial,amazon-q-business,Amazon Q Business,Amazon Web Services,pricing.free_trial,"60-day free trial; up to 50 users; 1,500 index hours",stated,"""Amazon Q Business offers a 60-day free trial for up to 50 Amazon Q Business Pro or Lite users per application""",https://aws.amazon.com/q/business/pricing/,https://web.archive.org/web/20260906065704/https://aws.amazon.com/q/business/pricing/,2026-09-06,,,
amazon-q-business.pricing.list_price,amazon-q-business,Amazon Q Business,Amazon Web Services,pricing.list_price,"$3 per user/mo.; $20 per user/mo.; $200 for 30,000 units/month",stated,"""$200 for 30,000 units/ month""",https://aws.amazon.com/q/business/pricing/,https://web.archive.org/web/20260906065704/https://aws.amazon.com/q/business/pricing/,2026-09-06,,,
amazon-q-business.pricing.minimum_term,amazon-q-business,Amazon Q Business,Amazon Web Services,pricing.minimum_term,,not-found,,https://aws.amazon.com/q/business/pricing/,https://web.archive.org/web/20260906065704/https://aws.amazon.com/q/business/pricing/,2026-09-06,,"[""https://aws.amazon.com/q/business/"", ""https://aws.amazon.com/q/business/pricing/"", ""https://aws.amazon.com/q/business/faqs/"", ""https://aws.amazon.com/service-terms/"", ""https://aws.amazon.com/legal/aws-dpa/"", ""https://aws.amazon.com/compliance/sub-processors/"", ""https://aws.amazon.com/compliance/services-in-scope/"", ""https://aws.amazon.com/compliance/soc-faqs/"", ""https://aws.amazon.com/compliance/iso-27001-faqs/"", ""https://aws.amazon.com/security/"", ""https://docs.aws.amazon.com/amazonq/latest/qbusiness-ug/data-protection.html"", ""https://docs.aws.amazon.com/amazonq/latest/qbusiness-ug/what-is.html"", ""https://docs.aws.amazon.com/amazonq/latest/qbusiness-ug/iam-identity-center.html"", ""https://docs.aws.amazon.com/amazonq/latest/qbusiness-ug/quotas.html""]",
amazon-q-business.pricing.model,amazon-q-business,Amazon Q Business,Amazon Web Services,pricing.model,tiered,stated,"""Amazon Q Business offers plans based on user subscriptions and search volumes.""",https://aws.amazon.com/q/business/pricing/,https://web.archive.org/web/20260906065704/https://aws.amazon.com/q/business/pricing/,2026-09-06,,,
amazon-q-business.pricing.published,amazon-q-business,Amazon Q Business,Amazon Web Services,pricing.published,yes,stated,"""Amazon Q Business pricing""",https://aws.amazon.com/q/business/pricing/,https://web.archive.org/web/20260906065704/https://aws.amazon.com/q/business/pricing/,2026-09-06,,,
amazon-q-business.pricing.seat_minimum,amazon-q-business,Amazon Q Business,Amazon Web Services,pricing.seat_minimum,,not-found,,https://aws.amazon.com/q/business/pricing/,https://web.archive.org/web/20260906065704/https://aws.amazon.com/q/business/pricing/,2026-09-06,,"[""https://aws.amazon.com/q/business/"", ""https://aws.amazon.com/q/business/pricing/"", ""https://aws.amazon.com/q/business/faqs/"", ""https://aws.amazon.com/service-terms/"", ""https://aws.amazon.com/legal/aws-dpa/"", ""https://aws.amazon.com/compliance/sub-processors/"", ""https://aws.amazon.com/compliance/services-in-scope/"", ""https://aws.amazon.com/compliance/soc-faqs/"", ""https://aws.amazon.com/compliance/iso-27001-faqs/"", ""https://aws.amazon.com/security/"", ""https://docs.aws.amazon.com/amazonq/latest/qbusiness-ug/data-protection.html"", ""https://docs.aws.amazon.com/amazonq/latest/qbusiness-ug/what-is.html"", ""https://docs.aws.amazon.com/amazonq/latest/qbusiness-ug/iam-identity-center.html"", ""https://docs.aws.amazon.com/amazonq/latest/qbusiness-ug/quotas.html""]",
amazon-q-business.product.integration_word,amazon-q-business,Amazon Q Business,Amazon Web Services,product.integration_word,yes,stated,"""Integrate seamlessly in Slack, Microsoft Outlook, Word, and Teams""",https://aws.amazon.com/q/business/pricing/,https://web.archive.org/web/20260906065704/https://aws.amazon.com/q/business/pricing/,2026-09-06,,,
amazon-q-business.product.status,amazon-q-business,Amazon Q Business,Amazon Web Services,product.status,no longer open to new customers,stated,"""Amazon Q Business is no longer open to new customers.""",https://docs.aws.amazon.com/amazonq/latest/qbusiness-ug/what-is.html,https://web.archive.org/web/20260906070010/https://docs.aws.amazon.com/amazonq/latest/qbusiness-ug/what-is.html,2026-09-06,,,
